,realtime_start,date,value
368,2004-01-05 00:00:00,1961-10-01 00:00:00,21.04
369,2004-02-02 00:00:00,1961-10-01 00:00:00,21.035
370,2009-08-04 00:00:00,1961-10-01 00:00:00,
371,2009-08-05 00:00:00,1961-10-01 00:00:00,18.848
372,2011-08-02 00:00:00,1961-10-01 00:00:00,18.857
373,2013-08-02 00:00:00,1961-10-01 00:00:00,17.774
374,2018-07-31 00:00:00,1961-10-01 00:00:00,16.685
375,2021-07-30 00:00:00,1961-10-01 00:00:00,16.652
376,2023-09-29 00:00:00,1961-10-01 00:00:00,15.741
377,2000-08-01 00:00:00,1961-11-01 00:00:00,22.29
378,2003-12-23 00:00:00,1961-11-01 00:00:00,
379,2004-01-05 00:00:00,1961-11-01 00:00:00,21.04
380,2004-02-02 00:00:00,1961-11-01 00:00:00,21.037
381,2009-08-04 00:00:00,1961-11-01 00:00:00,
382,2009-08-05 00:00:00,1961-11-01 00:00:00,18.85
383,2011-08-02 00:00:00,1961-11-01 00:00:00,18.859
384,2013-08-02 00:00:00,1961-11-01 00:00:00,17.776
385,2018-07-31 00:00:00,1961-11-01 00:00:00,16.686
386,2021-07-30 00:00:00,1961-11-01 00:00:00,16.653
387,2023-09-29 00:00:00,1961-11-01 00:00:00,15.742
388,2000-08-01 00:00:00,1961-12-01 00:00:00,22.29
389,2003-12-23 00:00:00,1961-12-01 00:00:00,
390,2004-01-05 00:00:00,1961-12-01 00:00:00,21.04
391,2004-02-02 00:00:00,1961-12-01 00:00:00,21.044
392,2009-08-04 00:00:00,1961-12-01 00:00:00,
393,2009-08-05 00:00:00,1961-12-01 00:00:00,18.856
394,2011-08-02 00:00:00,1961-12-01 00:00:00,18.864
395,2013-08-02 00:00:00,1961-12-01 00:00:00,17.781
396,2018-07-31 00:00:00,1961-12-01 00:00:00,16.69
397,2021-07-30 00:00:00,1961-12-01 00:00:00,16.658
398,2023-09-29 00:00:00,1961-12-01 00:00:00,15.746
399,2000-08-01 00:00:00,1962-01-01 00:00:00,22.33
400,2003-12-23 00:00:00,1962-01-01 00:00:00,
401,2004-01-05 00:00:00,1962-01-01 00:00:00,21.08
402,2004-02-02 00:00:00,1962-01-01 00:00:00,21.083
403,2009-08-04 00:00:00,1962-01-01 00:00:00,
404,2009-08-05 00:00:00,1962-01-01 00:00:00,18.892
405,2011-08-02 00:00:00,1962-01-01 00:00:00,18.901
406,2013-08-02 00:00:00,1962-01-01 00:00:00,17.816
407,2018-07-31 00:00:00,1962-01-01 00:00:00,16.721
408,2021-07-30 00:00:00,1962-01-01 00:00:00,16.689
409,2023-09-29 00:00:00,1962-01-01 00:00:00,15.776
410,2000-08-01 00:00:00,1962-02-01 00:00:00,22.39
411,2003-12-23 00:00:00,1962-02-01 00:00:00,
412,2004-01-05 00:00:00,1962-02-01 00:00:00,21.14
413,2009-08-04 00:00:00,1962-02-01 00:00:00,
414,2009-08-05 00:00:00,1962-02-01 00:00:00,18.943
415,2011-08-02 00:00:00,1962-02-01 00:00:00,18.952
416,2013-08-02 00:00:00,1962-02-01 00:00:00,17.864
417,2018-07-31 00:00:00,1962-02-01 00:00:00,16.767
418,2021-07-30 00:00:00,1962-02-01 00:00:00,16.734
419,2023-09-29 00:00:00,1962-02-01 00:00:00,15.818
420,2000-08-01 00:00:00,1962-03-01 00:00:00,22.42
421,2003-12-23 00:00:00,1962-03-01 00:00:00,
422,2004-01-05 00:00:00,1962-03-01 00:00:00,21.17
423,2004-02-02 00:00:00,1962-03-01 00:00:00,21.169
424,2009-08-04 00:00:00,1962-03-01 00:00:00,
425,2009-08-05 00:00:00,1962-03-01 00:00:00,18.967
426,2011-08-02 00:00:00,1962-03-01 00:00:00,18.976
427,2013-08-02 00:00:00,1962-03-01 00:00:00,17.886
428,2014-08-01 00:00:00,1962-03-01 00:00:00,17.887
429,2018-07-31 00:00:00,1962-03-01 00:00:00,16.789
430,2021-07-30 00:00:00,1962-03-01 00:00:00,16.756
431,2023-09-29 00:00:00,1962-03-01 00:00:00,15.839
432,2000-08-01 00:00:00,1962-04-01 00:00:00,22.45
433,2003-12-23 00:00:00,1962-04-01 00:00:00,
